id,title,creator,artist,fav_count,play_count,bpm,status,tags,beatmapset
1873233,"""Genso Connect""","""Xzzj""","""ShinRa-Bansho x Yuuhei Satellite & Shoujo Fractal""",37,1288,157,"""ranked""","['ricca', '\\\\u5e7b\\\\u60f3\\\\u30b3\\\\u30cd\\\\u30af\\\\u30c8\\\\/\\\\u8cb4\\\\u65b9\\\\u3068\\\\u7e4b\\\\u3050\\\\u60f3\\\\u3044', 'gensou', 'connect', '\\\\/', 'anata', 'to', 'tsunagu', 'omoi', '\\\\u5e7b\\\\u60f3\\\\u30b3\\\\u30cd\\\\u30af\\\\u30c8-full', 'collaboration-', 'gensou', 'connect', '-full', 'collaboration-', 'touhou', 'project', '2hu', 'toho', '\\\\u5c11\\\\u5973\\\\u7dba\\\\u60f3\\\\u66f2', '\\\\uff5e', 'dream', 'battle', ""maiden\\'s"", 'capriccio', '~', 'dream', 'battle', 'shoujo', 'kisoukyoku', '\\\\u604b\\\\u8272\\\\u30de\\\\u30b9\\\\u30bf\\\\u30fc\\\\u30b9\\\\u30d1\\\\u30fc\\\\u30af', 'love-coloured', 'master', 'spark', 'koiiro', '\\\\u7ae5\\\\u796d\\\\u3000\\\\uff5e', 'innocent', 'treasures', 'warashimatsuri', '\\\\u30c6\\\\u30fc\\\\u30de\\\\u30fb\\\\u30aa\\\\u30d6\\\\u30fb\\\\u30a4\\\\u30fc\\\\u30b9\\\\u30bf\\\\u30f3\\\\u30b9\\\\u30c8\\\\u30fc\\\\u30ea\\\\u30fc', 'theme', 'of', 'eastern', 'story', '\\\\u6771\\\\u65b9\\\\u6c38\\\\u591c\\\\u6284\\\\u3000\\\\uff5e', 'imperishable', 'night', 'touhou', 'eiyasou', 'th08', '\\\\u5922\\\\u9055\\\\u79d1\\\\u5b66\\\\u4e16\\\\u7d00\\\\u3000\\\\uff5e', 'changeability', 'of', 'strange', 'yumetagae', 'kagaku', 'seiki', '\\\\u5e7a\\\\u6a02\\\\u56e3\\\\u306e\\\\u6b74\\\\u53f25\\\\u3000\\\\uff5e', ""akyu\\'s"", 'untouched', 'score', 'vol.5', 'yougakudan', 'no', 'rekishi', '\\\\u3042\\\\u3084\\\\u307d\\\\u3093\\\\u305a\\\\uff0a', 'ayaponzu*', '\\\\u3042\\\\u3088', 'ayo', 'marcia', '\\\\u5929\\\\u5bae\\\\u307f\\\\u3084', 'ayamiya', 'miya', '\\\\u535a\\\\u9e97\\\\u970a\\\\u5922', 'hakurei', 'reimu', '\\\\u9727\\\\u96e8\\\\u9b54\\\\u7406\\\\u6c99', 'kirisame', 'marisa', '\\\\u68ee\\\\u7f85\\\\u5e7d\\\\u9589\\\\u30d5\\\\u30e9\\\\u30af\\\\u30bf\\\\u30eb', 'shinrayuuheifractal', 'team', 'shanghai', 'alice', '\\\\u4e0a\\\\u6d77\\\\u30a2\\\\u30ea\\\\u30b9\\\\u5e7b\\\\u6a02\\\\u56e3', 'shanhai', 'alice', 'gengakudan', '\\\\u592a\\\\u7530\\\\u9806\\\\u4e5f', 'oota', ""jun\\'ya"", 'zun', 'japanese', 'jpop', 'j-pop', 'video', 'game', 'pop', 'rock', '\\\\u540c\\\\u4eba', 'doujin', 'female', 'vocal', 'quartet', 'waoru', 'kaztora', '\\\\u83c5\\\\u539f\\\\u5c06\\\\u548c', 'sugawara', 'masakazu', 'yuto', '\\\\""carlos\\\\""', 'shimizu', '\\\\u6e05\\\\u6c34\\\\""\\\\u30ab\\\\u30eb\\\\u30ed\\\\u30b9\\\\""\\\\u5ba5\\\\u4eba', 'pira', '\\\\u4e2d\\\\u5e73\\\\""\\\\u30c1\\\\u30a7\\\\u30ea\\\\u30fc\\\\""\\\\u7693\\\\u4e5f', 'maou', '\\\\u9b54\\\\u738b', 'myui', '\\\\u698e\\\\u672c\\\\u771f\\\\u5f13', 'enomoto', 'mayumi', 'hedonist', '\\\\u5927\\\\u585a\\\\u5b8f\\\\u6a39', 'ootsuka', 'hiroki', 'sycd-001', 'hybrid', 'hb', 'marathon']","[{'difficulty_rating': '3.68', 'id': '3854544', 'map_len': '282', 'accuracy': '8', 'approach_rate': '5', 'beatmap_bpm': '157', 'passcount': '290', 'playcount': '1288', 'max_combo': '4455'}]"
1779511,"""Is She U.N.Owen?""","""Halfslashed""","""SHO""",82,7914,220,"""ranked""","['th6', 'touhou', 'koumakyou', '\\\\u6771\\\\u65b9project', 'flandre', 'scarlet', '\\\\u30d5\\\\u30e9\\\\u30f3\\\\u30c9\\\\u30fc\\\\u30eb\\\\u30fb\\\\u30b9\\\\u30ab\\\\u30fc\\\\u30ec\\\\u30c3\\\\u30c8', 'furandooru', 'sukaaretto', 'unknown', 'was', 'her', 'the', 'best', 'of', 'toho', 'tempest', 'sonic', 'hispeed', 'omega', 'hybrid', 'orchestra', 'c75', 'comiket75', 'celektus', 'consumerofbean', 'failureatosu', 'consumeroflean', 'aeril', 'instrumental', 'metal', 'corsace', 'cc22', 'gf', 'tb']","[{'difficulty_rating': '5.43', 'id': '3644427', 'map_len': '286', 'accuracy': '8', 'approach_rate': '9.2', 'beatmap_bpm': '220', 'passcount': '881', 'playcount': '4024', 'max_combo': '2256'}, {'difficulty_rating': '6.97', 'id': '3644428', 'map_len': '286', 'accuracy': '9', 'approach_rate': '9.4', 'beatmap_bpm': '220', 'passcount': '124', 'playcount': '2539', 'max_combo': '2386'}, {'difficulty_rating': '8.04', 'id': '3644429', 'map_len': '287', 'accuracy': '9.5', 'approach_rate': '9.8', 'beatmap_bpm': '220', 'passcount': '67', 'playcount': '1351', 'max_combo': '2833'}]"
1910934,"""Yami to Kagaribi""","""Adinda""","""Ether""",17,1414,180,"""ranked""","['jrock', 'j-rock', 'rock', 'symphonic', 'japanese', '\\\\u95c7\\\\u5815\\\\u7cbe\\\\u970a\\\\u8b5a', '\\\\u30a8\\\\u30eb\\\\u30e0\\\\u51ea', 'erum', 'nagi', 'elm', 'erumu']","[{'difficulty_rating': '4.94', 'id': '3941676', 'map_len': '252', 'accuracy': '8.2', 'approach_rate': '9', 'beatmap_bpm': '180', 'passcount': '278', 'playcount': '1414', 'max_combo': '1328'}]"
1682452,"""Rice Field""","""Jiezi""","""Jay Chou""",46,3841,82,"""ranked""","['dao', 'xiang', 'zhou', 'jielun', '\\\\u65b9\\\\u6587\\\\u5c71', 'vincent', 'fang', 'wenshan', '\\\\u9b54\\\\u6770\\\\u5ea7', 'capricorn', 'muziyami', 'chinese', 'cpop', 'c-pop', 'c', 'pop']","[{'difficulty_rating': '3.07', 'id': '3437512', 'map_len': '192', 'accuracy': '6', 'approach_rate': '7', 'beatmap_bpm': '82', 'passcount': '251', 'playcount': '925', 'max_combo': '614'}, {'difficulty_rating': '1.85', 'id': '3437513', 'map_len': '192', 'accuracy': '4', 'approach_rate': '5.5', 'beatmap_bpm': '82', 'passcount': '309', 'playcount': '980', 'max_combo': '426'}, {'difficulty_rating': '3.76', 'id': '3464150', 'map_len': '192', 'accuracy': '7', 'approach_rate': '8', 'beatmap_bpm': '82', 'passcount': '433', 'playcount': '1936', 'max_combo': '660'}]"
1815207,"""The Ricochet""","""gogozzzx""","""Sta""",34,3018,180,"""ranked""","['\\\\u96f7\\\\u4e9e', '\\\\u96f7\\\\u4e9e\\\\u904a\\\\u6232', 'rayark', 'inc.', 'chapter', 'm.', 'million', 'players', 'to', 'one', 'destination', '\\\\u03a9', 'omega', 'bit192', 'arcade', 'mobile', 'rhythm', 'video', 'game', 'electronic', 'instrumental', 'self', 'progressive', 'remix', 'vanessa', 'ryori', 'ryo', 'ri']","[{'difficulty_rating': '5.27', 'id': '3723846', 'map_len': '129', 'accuracy': '6', 'approach_rate': '5', 'beatmap_bpm': '180', 'passcount': '177', 'playcount': '511', 'max_combo': '2378'}, {'difficulty_rating': '3.25', 'id': '3772452', 'map_len': '129', 'accuracy': '7', 'approach_rate': '5', 'beatmap_bpm': '180', 'passcount': '202', 'playcount': '554', 'max_combo': '1682'}, {'difficulty_rating': '4.03', 'id': '3773531', 'map_len': '129', 'accuracy': '7', 'approach_rate': '5', 'beatmap_bpm': '180', 'passcount': '106', 'playcount': '404', 'max_combo': '2093'}, {'difficulty_rating': '6.59', 'id': '3788145', 'map_len': '129', 'accuracy': '5.7', 'approach_rate': '5', 'beatmap_bpm': '180', 'passcount': '445', 'playcount': '1549', 'max_combo': '2820'}]"
1916692,"""Brave Star""","""gazimal""","""AZURE FACTORY""",28,5467,174,"""ranked""","['\\\\u30c8\\\\u30e9\\\\u30a4\\\\u30a2\\\\u30c9\\\\u30fb\\\\u30b7\\\\u30cd\\\\u30de', 'm3', '31', 'j-rock', 'japanese', 'rock', 'age17', '\\\\u771f\\\\u5d0e\\\\u30a8\\\\u30ea\\\\u30ab', 'masaki', 'erika', 'erica', 'kanui', 'iredi', 'triad', 'cinema', 'highend', 'color', 'kurata', 'kurane', 'jrock', '\\\\u5009\\\\u7530\\\\u304f\\\\u3089\\\\u306d', 'm3-31']","[{'difficulty_rating': '6.08', 'id': '3954955', 'map_len': '251', 'accuracy': '9', 'approach_rate': '9.4', 'beatmap_bpm': '174', 'passcount': '229', 'playcount': '1738', 'max_combo': '1644'}, {'difficulty_rating': '5.8', 'id': '3962578', 'map_len': '251', 'accuracy': '9', 'approach_rate': '9.3', 'beatmap_bpm': '174', 'passcount': '158', 'playcount': '1171', 'max_combo': '1509'}, {'difficulty_rating': '3.57', 'id': '3966494', 'map_len': '251', 'accuracy': '6', 'approach_rate': '8', 'beatmap_bpm': '174', 'passcount': '240', 'playcount': '1171', 'max_combo': '1236'}, {'difficulty_rating': '4.72', 'id': '3966495', 'map_len': '251', 'accuracy': '8.2', 'approach_rate': '9', 'beatmap_bpm': '174', 'passcount': '414', 'playcount': '1387', 'max_combo': '1327'}]"
1918584,"""Harumodoki""","""Big Sis""","""yanaginagi""",44,2575,174,"""ranked""","['shirahane', 'suou', 'midorijeon', 'vaporfly', 'red', 'crewmate', 'god', 'haachama', 'j-pop', 'jpop', 'pop', 'j-rock', 'jrock', 'rock', 'japanese', 'jp', 'anime', 'animation', 'yahari', 'ore', 'no', 'seishun', 'rabu', 'kome', 'wa', 'machigatteiru.', 'zoku', 'my', 'teen', 'love', 'youth', 'romantic', 'comedy', 'is', 'wrong', 'as', 'i', 'expected', 'snafu', 'too!', 'too', 'oregairu', 'season', '2', 's2', 'pseudospring', 'pseudo-spring', 'pseudo', 'spring', 'feel', 'sentai', 'filmworks', 'full', 'ver', 'version']","[{'difficulty_rating': '4.96', 'id': '3959124', 'map_len': '257', 'accuracy': '8.1', 'approach_rate': '9', 'beatmap_bpm': '174', 'passcount': '389', 'playcount': '2575', 'max_combo': '1530'}]"
1882781,"""Sayonara dake ga jinsei da""","""Jemzuu""","""Ito Kashitaro""",14,210,77,"""ranked""","['crowley', 'ajamez', 'midorijeon', 'life', 'is', 'only', 'full', 'of', 'goodbyes', 'circle', 'of', 'friends', 'vol.3', '\\\\u30ec\\\\u30d5\\\\u30c6\\\\u30a3\\\\u30e2\\\\u30f3\\\\u30b9\\\\u30bf\\\\u30fcp', 'leftymonsterp', 'itou', 'kashitarou', 'japanese', 'pop', 'collab', 'male', 'vocal']","[{'difficulty_rating': '4.14', 'id': '3876389', 'map_len': '302', 'accuracy': '8.5', 'approach_rate': '8.5', 'beatmap_bpm': '77', 'passcount': '30', 'playcount': '210', 'max_combo': '1486'}]"
1846430,"""Ibasho""","""Aurorance""","""Mori Calliope""",37,8258,226,"""ranked""","['\\\\u68ee\\\\u30ab\\\\u30ea\\\\u30aa\\\\u30da', 'japanese', 'english', 'jpop', 'j-pop', 'pop', 'anime', 'video', 'game', 'iredi', 'kennethbbg', 'mocaotic', 'climbx3145', 'hololive', 'holoen', 'vtuber', 'virtual', 'youtuber', 'elliot', 'hsu', 'where', 'i', 'belong', '\\\\u68ee\\\\u7f8e\\\\u58f0', 'princess', 'connect!', 'purinsesu', 'konekuto!']","[{'difficulty_rating': '5.2', 'id': '3792954', 'map_len': '107', 'accuracy': '8.5', 'approach_rate': '9.3', 'beatmap_bpm': '226', 'passcount': '541', 'playcount': '2044', 'max_combo': '639'}, {'difficulty_rating': '2.51', 'id': '3793047', 'map_len': '103', 'accuracy': '4', 'approach_rate': '5.5', 'beatmap_bpm': '226', 'passcount': '365', 'playcount': '1135', 'max_combo': '496'}, {'difficulty_rating': '3.54', 'id': '3793209', 'map_len': '103', 'accuracy': '6', 'approach_rate': '8', 'beatmap_bpm': '226', 'passcount': '562', 'playcount': '2359', 'max_combo': '553'}, {'difficulty_rating': '4.54', 'id': '3796888', 'map_len': '107', 'accuracy': '8', 'approach_rate': '9', 'beatmap_bpm': '226', 'passcount': '249', 'playcount': '1144', 'max_combo': '616'}, {'difficulty_rating': '2.07', 'id': '3797784', 'map_len': '103', 'accuracy': '2.5', 'approach_rate': '4', 'beatmap_bpm': '226', 'passcount': '460', 'playcount': '1576', 'max_combo': '386'}]"
1766740,"""End Time""","""Seiran-""","""Cres""",109,32801,180,"""ranked""","['mcpxiaobai', 'alptraum', 'porttayer', 'video', 'rhythm', 'game', 'instrumental', 'bof', 'fa', 'featured', 'artist', 'requiem', 'trance', 'maimai', 'chunithm', '\\\\u30c1\\\\u30e5\\\\u30a6\\\\u30cb\\\\u30ba\\\\u30e0', 'ongeki', '\\\\u30aa\\\\u30f3\\\\u30b2\\\\u30ad', 'electronic', 'piano']","[{'difficulty_rating': '6.58', 'id': '3616430', 'map_len': '128', 'accuracy': '7.5', 'approach_rate': '5', 'beatmap_bpm': '180', 'passcount': '4115', 'playcount': '24121', 'max_combo': '3325'}, {'difficulty_rating': '4.11', 'id': '3616479', 'map_len': '128', 'accuracy': '8', 'approach_rate': '5', 'beatmap_bpm': '180', 'passcount': '998', 'playcount': '2287', 'max_combo': '1199'}, {'difficulty_rating': '5.44', 'id': '3616480', 'map_len': '128', 'accuracy': '7.7', 'approach_rate': '5', 'beatmap_bpm': '180', 'passcount': '1097', 'playcount': '3385', 'max_combo': '1929'}, {'difficulty_rating': '3.41', 'id': '3616519', 'map_len': '128', 'accuracy': '7.5', 'approach_rate': '5', 'beatmap_bpm': '180', 'passcount': '631', 'playcount': '1819', 'max_combo': '1140'}, {'difficulty_rating': '2.46', 'id': '3616863', 'map_len': '128', 'accuracy': '7.3', 'approach_rate': '5', 'beatmap_bpm': '180', 'passcount': '417', 'playcount': '1189', 'max_combo': '1190'}]"
1768231,"""Cave""","""HowToPlayLN""","""January""",22,524,135,"""ranked""","['thai', 'math', 'post', 'rock', 'progressive', 'hometown', 'janlovesjerky', 'a', 'spur', 'of', 'the', 'moment', 'project', 'instrumental', 'ln', 'long', 'notes', 'technical']","[{'difficulty_rating': '4.08', 'id': '3619575', 'map_len': '197', 'accuracy': '7', 'approach_rate': '5', 'beatmap_bpm': '135', 'passcount': '150', 'playcount': '524', 'max_combo': '4483'}]"
1910088,"""Lotus of Haftkarsvar""","""ScubDomino""","""HOYO-MiX""",38,5756,66,"""ranked""","['\\\\u59ae\\\\u9732', '\\\\u30cb\\\\u30a3\\\\u30ed\\\\u30a6', '\\\\u306b\\\\u3043\\\\u308d\\\\u3046', '\\\\u0646\\\\u06cc\\\\u0644\\\\u0648', 'nilou', 'theme', '\\\\u95ea\\\\u8000\\\\u7684\\\\u7fa4\\\\u661f3', 'the', 'stellar', 'moments', 'vol.', 'volume', '3', 'inaugural', 'character', 'album', 'mihoyo', 'hoyoverse', 'ost', 'demo', 'trailer', 'sumeru', 'zubayr', 'theatre', 'theater', 'instrumental', 'neofolk', 'persian', 'arabian', 'modern', 'traditional', 'folk', 'orchestral', 'video', 'game', 'games', 'gacha', 'hydro', 'hisako', 'kanemoto', '\\\\u91d1\\\\u5143', '\\\\u5bff\\\\u5b50', '\\\\u3072\\\\u3055\\\\u3053', '\\\\u304b\\\\u306d\\\\u3082\\\\u3068', 'anime', 'girl', 'anime_girl', 'jungkyuyoung', 'natsume', 'shiki', 'natsume_shiki', 'scub', 'domino', '[keqing]', '8972308', 'left', 'island', 'jaehyeok', '5062061', 'kazato', 'asa', 'kazato_asa', 'shikibe', 'mayu', 'shikibe_mayu', 'ayesha', 'altugle', 'ayesha_altugle', 'shizuku-', 'shizukup', 'vahn10', '1125647', 'nik', 'nikolomara', '10077264', 'dimeng', 'yuan', '\\\\u82d1\\\\u8fea\\\\u840c', 'yu-peng', 'chen', 'zhiyi', '\\\\u9648\\\\u81f4\\\\u9038', 'rpg', 'action', 'open', 'world', '\\\\u539f\\\\u795e', 'yu\\\\u00e1nsh\\\\u00e9n', 'yuanshen', 'fantasy', '@hoyo-mix', 'dance', 'of', 'lotuslight', 'the', 'delicate', 'lotus', '\\\\u7d68\\\\u6bef\\\\u306b\\\\u821e\\\\u3044\\\\u843d\\\\u3061\\\\u308b\\\\u84ee\\\\u5149', '\\\\u83b2\\\\u5149\\\\u843d\\\\u821e\\\\u7b75', 'twirling', 'lotos', 'somno', 'ahriii', 'ahriii7', 'aaaalililili', 'qiqi~', 'kdka4748', '\\\\u5947\\\\u5947-', '\\\\u5947\\\\u5947-ahriii', '\\\\u4e03\\\\u57df\\\\u306e\\\\u84ee\\\\u83ef', 'seven', 'regions']","[{'difficulty_rating': '4.54', 'id': '3939854', 'map_len': '99', 'accuracy': '8', 'approach_rate': '9', 'beatmap_bpm': '92', 'passcount': '427', 'playcount': '1432', 'max_combo': '341'}, {'difficulty_rating': '1.87', 'id': '3943816', 'map_len': '99', 'accuracy': '3', 'approach_rate': '4.7', 'beatmap_bpm': '92', 'passcount': '543', 'playcount': '1396', 'max_combo': '185'}, {'difficulty_rating': '3.71', 'id': '3944538', 'map_len': '99', 'accuracy': '7.2', 'approach_rate': '8.3', 'beatmap_bpm': '92', 'passcount': '368', 'playcount': '1072', 'max_combo': '352'}, {'difficulty_rating': '2.23', 'id': '3946025', 'map_len': '99', 'accuracy': '7', 'approach_rate': '7', 'beatmap_bpm': '92', 'passcount': '355', 'playcount': '890', 'max_combo': '243'}, {'difficulty_rating': '3.98', 'id': '3965417', 'map_len': '99', 'accuracy': '7.5', 'approach_rate': '8.5', 'beatmap_bpm': '92', 'passcount': '310', 'playcount': '966', 'max_combo': '306'}]"
1849145,"""STRONG 280""","""Nicknem_""","""katagiri""",87,3889,280,"""ranked""","['kakusatsu', 'shoujo', '\\\\u6838\\\\u6bba\\\\u5c11\\\\u5973', 'fake', 'type.', 'volstead', 'bar', 'feat.', 'maxbet', 'feat.maxbet', 'electronic', 'breakcore', 'japanese', 'speed', 'stamina', 'speedcore', '1st', 'full', 'album', 'fake', 'box', 'lolicore']","[{'difficulty_rating': '6.42', 'id': '3798537', 'map_len': '253', 'accuracy': '8.5', 'approach_rate': '5', 'beatmap_bpm': '280', 'passcount': '716', 'playcount': '3889', 'max_combo': '5241'}]"
1922572,"""Kizutsu kedo","""Len""","""TUYU""",77,19662,180,"""ranked""","['tokyo', 'revengers:', 'christmas', 'showdown', 'arc', 'seiya', 'kessen', 'hen', '\\\\u521d\\\\u898b\\\\u6d69\\\\u4e00', 'hatsumi', 'koichi', 'it', 'hurts', 'but', 'i', 'love', 'you.', 'anime', 'animation', 'ed', 'ending', 'japanese', 'jpop', 'j-pop', 'pop', 'jrock', 'j-rock', 'rock', '\\\\u793c\\\\u8863', '\\\\u3077\\\\u3059', '\\\\u30df\\\\u30ed', '\\\\u53cc\\\\u8449\\\\u967d', 'rei', 'pusu', 'miro', 'futaba', 'haru', 'azyun', 'vocals', 'female', 'fast', 'l1ght_u', 'light_u', '-hitomi', 'kxlman', 'eringira', 'kyouren', 'gokugohan12468', 'kittyadventure']","[{'difficulty_rating': '4.29', 'id': '3968709', 'map_len': '88', 'accuracy': '7.2', 'approach_rate': '9', 'beatmap_bpm': '180', 'passcount': '1084', 'playcount': '5194', 'max_combo': '507'}, {'difficulty_rating': '2.41', 'id': '3968710', 'map_len': '88', 'accuracy': '4', 'approach_rate': '5.2', 'beatmap_bpm': '180', 'passcount': '917', 'playcount': '2467', 'max_combo': '303'}, {'difficulty_rating': '5.17', 'id': '3968711', 'map_len': '88', 'accuracy': '8.5', 'approach_rate': '9.2', 'beatmap_bpm': '180', 'passcount': '553', 'playcount': '1945', 'max_combo': '454'}, {'difficulty_rating': '5.22', 'id': '3968826', 'map_len': '88', 'accuracy': '9', 'approach_rate': '9.3', 'beatmap_bpm': '180', 'passcount': '1236', 'playcount': '4375', 'max_combo': '460'}, {'difficulty_rating': '5.18', 'id': '3971476', 'map_len': '88', 'accuracy': '8.5', 'approach_rate': '9', 'beatmap_bpm': '180', 'passcount': '516', 'playcount': '2908', 'max_combo': '514'}, {'difficulty_rating': '3.5', 'id': '3971477', 'map_len': '87', 'accuracy': '7', 'approach_rate': '8', 'beatmap_bpm': '180', 'passcount': '994', 'playcount': '2773', 'max_combo': '409'}]"
