id,title,creator,artist,fav_count,play_count,bpm,status,tags,beatmapset
1907222,"""Tsuna Kakusei""","""4399guangguang""","""Sahashi Toshihiko""",4,209,102,"""ranked""","['katekyo', 'katei', 'kyoushi', 'kateikyoushi', 'hitman', 'awakens', 'anime', 'home', 'tutor', 'ost', 'original', 'soundtrack', 'instrumental', 'orchestral', 'violin', 'trumpet']","[{'difficulty_rating': '1.58', 'id': '3932904', 'map_len': '92', 'accuracy': '3', 'approach_rate': '8', 'beatmap_bpm': '102', 'passcount': '17', 'playcount': '33', 'max_combo': '166'}, {'difficulty_rating': '1.01', 'id': '3932905', 'map_len': '92', 'accuracy': '2', 'approach_rate': '8', 'beatmap_bpm': '102', 'passcount': '26', 'playcount': '41', 'max_combo': '98'}, {'difficulty_rating': '2.54', 'id': '3932906', 'map_len': '92', 'accuracy': '4', 'approach_rate': '8', 'beatmap_bpm': '102', 'passcount': '13', 'playcount': '51', 'max_combo': '264'}, {'difficulty_rating': '3.22', 'id': '3932907', 'map_len': '92', 'accuracy': '5', 'approach_rate': '8', 'beatmap_bpm': '102', 'passcount': '12', 'playcount': '84', 'max_combo': '366'}]"
1906563,"""Karakara (TV Size)""","""Rinze""","""kessoku band""",13,419,190,"""ranked""","['ler1211', 'bocchi', 'the', 'rock!', 'jrock', 'j-rock', 'japanese', 'rock', 'anime', 'ending', 'ed', '\\\\u5f8c\\\\u85e4\\\\u3072\\\\u3068\\\\u308a', 'gotou', 'hitori', 'bocchi-chan', 'bocchichan', '\\\\u9752\\\\u5c71\\\\u5409\\\\u80fd', 'aoyama', 'yoshino', '\\\\u4f0a\\\\u5730\\\\u77e5\\\\u8679\\\\u590f', 'ijichi', 'nijika', '\\\\u9234\\\\u4ee3\\\\u7d17\\\\u5f13', 'suzushiro', 'sayumi', '\\\\u5c71\\\\u7530\\\\u30ea\\\\u30e7\\\\u30a6', 'yamada', 'ryou', '\\\\u6c34\\\\u91ce\\\\u6714', 'mizuno', 'saku', '\\\\u559c\\\\u591a\\\\u90c1\\\\u4ee3', 'kita', 'ikuyo', '\\\\u9577\\\\u8c37\\\\u5ddd\\\\u80b2\\\\u7f8e', 'hasegawa', 'ikumi']","[{'difficulty_rating': '2.4', 'id': '3931549', 'map_len': '87', 'accuracy': '4', 'approach_rate': '5', 'beatmap_bpm': '190', 'passcount': '18', 'playcount': '62', 'max_combo': '279'}, {'difficulty_rating': '5.13', 'id': '3931550', 'map_len': '87', 'accuracy': '6', 'approach_rate': '5', 'beatmap_bpm': '190', 'passcount': '17', 'playcount': '84', 'max_combo': '563'}, {'difficulty_rating': '1.53', 'id': '3931551', 'map_len': '87', 'accuracy': '3', 'approach_rate': '5', 'beatmap_bpm': '190', 'passcount': '37', 'playcount': '76', 'max_combo': '161'}, {'difficulty_rating': '3.6', 'id': '3931552', 'map_len': '87', 'accuracy': '5', 'approach_rate': '5', 'beatmap_bpm': '190', 'passcount': '32', 'playcount': '139', 'max_combo': '388'}, {'difficulty_rating': '4.45', 'id': '3931553', 'map_len': '87', 'accuracy': '5.5', 'approach_rate': '5', 'beatmap_bpm': '190', 'passcount': '16', 'playcount': '58', 'max_combo': '484'}]"
1914644,"""Shukufuku""","""eringiRa""","""Natsume Itsuki x Aitsuki Nakuru""",8,1549,170,"""ranked""","['the', 'blessing', 'yoasobi', 'ayase', 'ikura', 'mobile', 'suit', 'gundam', 'the', 'witch', 'from', 'mercury', 'kidou', 'senshi', 'gundam', 'suisei', 'no', 'majo', 'g_witch', 'anime', 'opening', 'op', 'japanese', 'cover', 'electronic', 'pop', 'jpop', 'j-pop', '\\\\u3044\\\\u3064\\\\u304d\\\\u3093\\\\u304f\\\\u308b', 'itsukinkuru', '\\\\u306a\\\\u304f\\\\u3061\\\\u3083', 'sightread', 'yoshino']","[{'difficulty_rating': '4.93', 'id': '3949978', 'map_len': '191', 'accuracy': '8', 'approach_rate': '9', 'beatmap_bpm': '170', 'passcount': '134', 'playcount': '759', 'max_combo': '1020'}, {'difficulty_rating': '3.61', 'id': '3950278', 'map_len': '191', 'accuracy': '6', 'approach_rate': '7.5', 'beatmap_bpm': '170', 'passcount': '101', 'playcount': '386', 'max_combo': '819'}, {'difficulty_rating': '2.18', 'id': '3950629', 'map_len': '191', 'accuracy': '3.5', 'approach_rate': '5', 'beatmap_bpm': '170', 'passcount': '125', 'playcount': '404', 'max_combo': '629'}]"
1854074,"""Why do you hate me?""","""Ryax""","""Camellia""",22,326,140,"""ranked""","['featured', 'artist', 'fa', 'planet\\\\/\\\\/shaper', 'planet', 'shaper', 'electronic', 'instrumental', 'metal', 'breaks', 'cametek', '\\\\u5927\\\\u7bad\\\\u5c06\\\\u4e5f', '\\\\u304b\\\\u3081\\\\u308b\\\\u304b\\\\u3081\\\\u308a\\\\u3042', 'kamelcamellia', 'masaya', 'oya', 'c88', 'ctcd-011', 'tech', 'technical', 'sv', 'hybrid', 'ln', 'chordjack', 'long', 'notes']","[{'difficulty_rating': '5.63', 'id': '3809999', 'map_len': '289', 'accuracy': '7.4', 'approach_rate': '5', 'beatmap_bpm': '140', 'passcount': '93', 'playcount': '326', 'max_combo': '5436'}]"
1871215,"""Kanjou no Matenrou ~ World\'s End""","""Sayuka""","""Demetori""",68,2413,178,"""ranked""","['\\\\u6771\\\\u65b9project', 'touhou', 'emotional', 'skyscraper', 'cosmic', 'mind', '\\\\u66fc\\\\u884d\\\\u73e0\\\\u6c5d\\\\u83ef', 'manenjushaka', 'nada', 'upasana', 'pundarika', 'byakuren', 'hijiri', 'instrumental', 'metal', 'japanese', 'video', 'game', 'zun', 'team', 'shanghai', 'alice', 'doujin', 'julie', 'werhakon', 'gloryhammer', 'joestarrr69']","[{'difficulty_rating': '6.41', 'id': '3849893', 'map_len': '427', 'accuracy': '9.3', 'approach_rate': '9.3', 'beatmap_bpm': '178', 'passcount': '116', 'playcount': '2413', 'max_combo': '3424'}]"
1915988,"""Violet Soul""","""Ascended""","""Soleily""",18,2975,158,"""ranked""","['soliely', 'sdvx3', 'soundvoltex3', 'instrumental', 'electronic', 'trance', 'the', 'first', 'voltex', 'character', 'theme', 'song', 'contest', 'stwi', 'frostwich', 'synderes', 'zhuxiaoyan', 'flask']","[{'difficulty_rating': '5.3', 'id': '3952829', 'map_len': '112', 'accuracy': '8', 'approach_rate': '8.5', 'beatmap_bpm': '158', 'passcount': '87', 'playcount': '790', 'max_combo': '816'}, {'difficulty_rating': '2.34', 'id': '3954706', 'map_len': '112', 'accuracy': '4', 'approach_rate': '5', 'beatmap_bpm': '158', 'passcount': '198', 'playcount': '616', 'max_combo': '379'}, {'difficulty_rating': '3.46', 'id': '3954860', 'map_len': '112', 'accuracy': '6', 'approach_rate': '7.5', 'beatmap_bpm': '158', 'passcount': '128', 'playcount': '720', 'max_combo': '622'}, {'difficulty_rating': '4.84', 'id': '3955064', 'map_len': '112', 'accuracy': '8', 'approach_rate': '8.3', 'beatmap_bpm': '158', 'passcount': '45', 'playcount': '421', 'max_combo': '845'}, {'difficulty_rating': '4.61', 'id': '3955579', 'map_len': '112', 'accuracy': '8', 'approach_rate': '8', 'beatmap_bpm': '158', 'passcount': '36', 'playcount': '428', 'max_combo': '730'}]"
1877252,"""Myra""","""Ryxliee""","""Amatsuka Uto""",9,203,144,"""ranked""","['tani', 'yuuki', 'cover', 'vtuber', 'virtual', 'youtuber', 'japanese', 'pop', 'jpop', 'j-pop', 'tenshi', 'angel', 'slyme', 'tachibana_']","[{'difficulty_rating': '3.1', 'id': '3863922', 'map_len': '250', 'accuracy': '4.5', 'approach_rate': '9', 'beatmap_bpm': '144', 'passcount': '23', 'playcount': '68', 'max_combo': '841'}, {'difficulty_rating': '1.34', 'id': '3863946', 'map_len': '250', 'accuracy': '2.5', 'approach_rate': '9', 'beatmap_bpm': '144', 'passcount': '26', 'playcount': '72', 'max_combo': '336'}, {'difficulty_rating': '2.14', 'id': '3864336', 'map_len': '250', 'accuracy': '3.5', 'approach_rate': '9', 'beatmap_bpm': '144', 'passcount': '15', 'playcount': '63', 'max_combo': '653'}]"
1904026,"""Tayutae","""burabe""","""ARCANA PROJECT""",12,3727,180,"""ranked""","['garden', 'amateurre', 'shizuku-', 'kazato', 'asa', 'shikibe', 'mayu', 'ayesha', 'altugle', 'swim', 'swim', 'shiroi', 'suna', 'no', 'aquatope', 'the', 'aquatope', 'of', 'white', 'sand', 'anime', 'opening', 'opening', 'op1', 'p.a.works', 'japanese', 'pop', 'jpop', 'j-pop']","[{'difficulty_rating': '5.68', 'id': '3925672', 'map_len': '88', 'accuracy': '8', 'approach_rate': '9.3', 'beatmap_bpm': '180', 'passcount': '238', 'playcount': '1450', 'max_combo': '502'}, {'difficulty_rating': '3.11', 'id': '3929229', 'map_len': '88', 'accuracy': '6', 'approach_rate': '8', 'beatmap_bpm': '180', 'passcount': '253', 'playcount': '670', 'max_combo': '391'}, {'difficulty_rating': '2.27', 'id': '3929230', 'map_len': '87', 'accuracy': '4', 'approach_rate': '5.5', 'beatmap_bpm': '180', 'passcount': '237', 'playcount': '718', 'max_combo': '293'}, {'difficulty_rating': '4.62', 'id': '3930058', 'map_len': '88', 'accuracy': '7.5', 'approach_rate': '9', 'beatmap_bpm': '180', 'passcount': '251', 'playcount': '889', 'max_combo': '483'}]"
1624188,"""smile link""","""MochiA""","""Shimotsuki Haruka""",8,647,170,"""ranked""","['japanese', 'pop', '\\\\u307a\\\\u3055\\\\u307e', 'pesama', 'shimotsuki', 'haruka', 'no', 'frost', 'moon', 'cafe+', 'opening', 'craftscape', 'op', 'jpop', 'j-pop']","[{'difficulty_rating': '5.31', 'id': '3316125', 'map_len': '259', 'accuracy': '8', 'approach_rate': '9', 'beatmap_bpm': '170', 'passcount': '110', 'playcount': '647', 'max_combo': '1329'}]"
1857778,"""Anna mun bailaa""","""Antti""","""Aikakone""",8,490,136,"""ranked""","['suomi', 'finnish', 'pop', 'maa', 'pophitit', '1995', '-', '2003', 'greatest', 'hits', '2.0', 'sani', 'saija', 'aartela', 'vera', 'heidi', 'puurula', 'alex', 'ojasti', 'maki', 'marko', 'kolehmainen']","[{'difficulty_rating': '7.07', 'id': '3818420', 'map_len': '252', 'accuracy': '8', 'approach_rate': '10', 'beatmap_bpm': '136', 'passcount': '23', 'playcount': '193', 'max_combo': '2684'}, {'difficulty_rating': '6.07', 'id': '3818825', 'map_len': '252', 'accuracy': '7.2', 'approach_rate': '10', 'beatmap_bpm': '136', 'passcount': '10', 'playcount': '46', 'max_combo': '2230'}, {'difficulty_rating': '4.91', 'id': '3819861', 'map_len': '252', 'accuracy': '6.4', 'approach_rate': '10', 'beatmap_bpm': '136', 'passcount': '8', 'playcount': '66', 'max_combo': '1848'}, {'difficulty_rating': '4.04', 'id': '3821659', 'map_len': '252', 'accuracy': '5.6', 'approach_rate': '10', 'beatmap_bpm': '136', 'passcount': '10', 'playcount': '46', 'max_combo': '1417'}, {'difficulty_rating': '3.2', 'id': '3821706', 'map_len': '252', 'accuracy': '4.8', 'approach_rate': '10', 'beatmap_bpm': '136', 'passcount': '11', 'playcount': '42', 'max_combo': '1022'}, {'difficulty_rating': '2.5', 'id': '3821717', 'map_len': '252', 'accuracy': '4', 'approach_rate': '10', 'beatmap_bpm': '136', 'passcount': '14', 'playcount': '48', 'max_combo': '720'}, {'difficulty_rating': '1.47', 'id': '3821727', 'map_len': '252', 'accuracy': '3.2', 'approach_rate': '10', 'beatmap_bpm': '136', 'passcount': '14', 'playcount': '49', 'max_combo': '405'}]"
1854710,"""Spacecraft (Cut Ver.)""","""Horiiizon""","""Blaster & Extra Terra""",11,445,175,"""ranked""","['electronic', 'instrumental', 'exclusive', 'tunes', 'network', 'dubstep', 'wub', ""mappers\\'"", 'guild', 'mg', 'featured', 'artist', 'mpg', 'fa', 'bass', 'electrostep', 'edm', 'version']","[{'difficulty_rating': '2.69', 'id': '3811222', 'map_len': '108', 'accuracy': '4', 'approach_rate': '5', 'beatmap_bpm': '175', 'passcount': '25', 'playcount': '52', 'max_combo': '316'}, {'difficulty_rating': '5.47', 'id': '3811223', 'map_len': '108', 'accuracy': '6', 'approach_rate': '5', 'beatmap_bpm': '175', 'passcount': '25', 'playcount': '83', 'max_combo': '628'}, {'difficulty_rating': '1.6', 'id': '3811224', 'map_len': '108', 'accuracy': '3', 'approach_rate': '5', 'beatmap_bpm': '175', 'passcount': '29', 'playcount': '66', 'max_combo': '169'}, {'difficulty_rating': '3.91', 'id': '3811225', 'map_len': '108', 'accuracy': '5', 'approach_rate': '5', 'beatmap_bpm': '175', 'passcount': '36', 'playcount': '72', 'max_combo': '442'}, {'difficulty_rating': '4.62', 'id': '3811226', 'map_len': '108', 'accuracy': '5.5', 'approach_rate': '5', 'beatmap_bpm': '175', 'passcount': '38', 'playcount': '71', 'max_combo': '519'}, {'difficulty_rating': '6.59', 'id': '3811227', 'map_len': '108', 'accuracy': '7', 'approach_rate': '5', 'beatmap_bpm': '175', 'passcount': '34', 'playcount': '101', 'max_combo': '714'}]"
1915102,"""egoist""","""ZTH""","""Shogo Nomura""",16,364,176,"""ranked""","['jazz', 'instrumental', 'electronic', 'tokyo', 'drops', '\\\\u3057\\\\u3087\\\\u3054', 'overdahedge2014', 'b0tch3d', '\\\\u91ce\\\\u6751\\\\u6e09\\\\u609f']","[{'difficulty_rating': '6.02', 'id': '3950909', 'map_len': '202', 'accuracy': '7', 'approach_rate': '5', 'beatmap_bpm': '176', 'passcount': '12', 'playcount': '109', 'max_combo': '1628'}, {'difficulty_rating': '4.65', 'id': '3951488', 'map_len': '202', 'accuracy': '6', 'approach_rate': '5', 'beatmap_bpm': '176', 'passcount': '16', 'playcount': '72', 'max_combo': '1044'}, {'difficulty_rating': '5.04', 'id': '3952193', 'map_len': '202', 'accuracy': '6.5', 'approach_rate': '5', 'beatmap_bpm': '176', 'passcount': '16', 'playcount': '59', 'max_combo': '1353'}, {'difficulty_rating': '3.77', 'id': '3953881', 'map_len': '202', 'accuracy': '5', 'approach_rate': '5', 'beatmap_bpm': '176', 'passcount': '12', 'playcount': '29', 'max_combo': '774'}, {'difficulty_rating': '2.73', 'id': '3954157', 'map_len': '202', 'accuracy': '4', 'approach_rate': '5', 'beatmap_bpm': '176', 'passcount': '14', 'playcount': '43', 'max_combo': '533'}, {'difficulty_rating': '1.75', 'id': '3954838', 'map_len': '202', 'accuracy': '3', 'approach_rate': '5', 'beatmap_bpm': '176', 'passcount': '19', 'playcount': '52', 'max_combo': '319'}]"
1806298,"""Your favorite sidekick (feat. 8485)""","""Boaz""","""underscores""",23,532,180,"""ranked""","['fishmonger', 'hyperpop', 'hyper', 'pop', 'rock', 'english', 'favourite', 'eighty', 'ft.', 'featuring', 'clockbite']","[{'difficulty_rating': '4.56', 'id': '3704224', 'map_len': '129', 'accuracy': '6', 'approach_rate': '5', 'beatmap_bpm': '180', 'passcount': '21', 'playcount': '144', 'max_combo': '702'}, {'difficulty_rating': '3.99', 'id': '3705112', 'map_len': '129', 'accuracy': '5.5', 'approach_rate': '5', 'beatmap_bpm': '180', 'passcount': '24', 'playcount': '120', 'max_combo': '625'}, {'difficulty_rating': '2.53', 'id': '3705301', 'map_len': '129', 'accuracy': '4', 'approach_rate': '5', 'beatmap_bpm': '180', 'passcount': '25', 'playcount': '73', 'max_combo': '390'}, {'difficulty_rating': '3.42', 'id': '3705340', 'map_len': '129', 'accuracy': '5', 'approach_rate': '10', 'beatmap_bpm': '180', 'passcount': '34', 'playcount': '90', 'max_combo': '454'}, {'difficulty_rating': '1.66', 'id': '3705821', 'map_len': '129', 'accuracy': '3', 'approach_rate': '5', 'beatmap_bpm': '180', 'passcount': '34', 'playcount': '105', 'max_combo': '242'}]"
1778687,"""Oznei Haman wa Mou Iranai""","""itay""","""Shibayan feat. yana""",28,769,125,"""ranked""","['shibayan', 'records', 'th12', 'ufo', 'toragara', 'no', 'bishamonten', '\\\\u5bc5\\\\u4e38', '\\\\u661f', '\\\\u864e\\\\u67c4\\\\u306e\\\\u6bd8\\\\u6c99\\\\u9580\\\\u5929', 'the', 'tiger-patterned', 'tiger', 'patterned', 'vaisravana', 'video', 'game', 'electronic', 'yanaginagi', 'touhou', 'zun', '\\\\u6771\\\\u65b9project', 'japanese', 'shou', 'toramaru', 'chie', 'fukami', 'dream', 'materialise', 'musou', 'materiaraizu', 'midorijeon']","[{'difficulty_rating': '4.47', 'id': '3642792', 'map_len': '384', 'accuracy': '8', 'approach_rate': '8.3', 'beatmap_bpm': '125', 'passcount': '83', 'playcount': '769', 'max_combo': '2301'}]"
1916289,"""Bonetrousle""","""Jiysea""","""toby fox""",82,15071,150,"""ranked""","['instrumental', 'electronic', 'chiptune', 'radiation', 'papyrus', 'vgm', 'videogame', 'video', 'game', 'ost', 'original', 'soundtrack']","[{'difficulty_rating': '4.5', 'id': '3953949', 'map_len': '57', 'accuracy': '8.5', 'approach_rate': '9.2', 'beatmap_bpm': '150', 'passcount': '915', 'playcount': '3664', 'max_combo': '301'}, {'difficulty_rating': '1.64', 'id': '3969330', 'map_len': '57', 'accuracy': '3', 'approach_rate': '4', 'beatmap_bpm': '150', 'passcount': '1061', 'playcount': '2557', 'max_combo': '139'}, {'difficulty_rating': '3.16', 'id': '3969331', 'map_len': '57', 'accuracy': '6.5', 'approach_rate': '8', 'beatmap_bpm': '150', 'passcount': '875', 'playcount': '3025', 'max_combo': '272'}, {'difficulty_rating': '4.05', 'id': '3969332', 'map_len': '57', 'accuracy': '8', 'approach_rate': '9', 'beatmap_bpm': '150', 'passcount': '630', 'playcount': '2602', 'max_combo': '300'}, {'difficulty_rating': '2.2', 'id': '3969333', 'map_len': '57', 'accuracy': '5', 'approach_rate': '6', 'beatmap_bpm': '150', 'passcount': '1136', 'playcount': '3223', 'max_combo': '217'}]"
1911550,"""Trail of Tears""","""Invisible O""","""Magnetude""",11,132,172,"""ranked""","['neurofunk', 'electronic', 'dnb', 'drum', 'and', 'bass', 'instrumental', 'darkstep', 'featured', 'artist', 'fa']","[{'difficulty_rating': '6.19', 'id': '3942960', 'map_len': '312', 'accuracy': '6', 'approach_rate': '5', 'beatmap_bpm': '172', 'passcount': '16', 'playcount': '132', 'max_combo': '1893'}]"
1863644,"""Girigiri Ride it out (TV Size)""","""Flask""","""FANTASTICS from EXILE TRIBE""",26,4258,120,"""ranked""","['mairimashita', 'mairimashita!', 'iruma', 'kun', 'irumakun', 'iruma-kun', '3rd', 'third', 'season', 'series', 'welcome', 'to', 'demon', 'school', 'school!', 'anime', 'japanese', 'j-pop', 'jpop', 'pop', 'rap', 'male', 'vocal', '\\\\u9234\\\\u6728', '\\\\u5165\\\\u9593', 'suzuki', '\\\\u30a2\\\\u30b9\\\\u30e2\\\\u30c7\\\\u30a6\\\\u30b9\\\\u30fb\\\\u30a2\\\\u30ea\\\\u30b9', 'asmodeus', 'alice', '\\\\u30a6\\\\u30a1\\\\u30e9\\\\u30af\\\\u30fb\\\\u30af\\\\u30e9\\\\u30e9', 'valac', 'clara', 'kurara', 'aurorance', 'nachmark', 'kaedeharakazuha', 'addy2607', 'alevi']","[{'difficulty_rating': '6.03', 'id': '3832493', 'map_len': '88', 'accuracy': '9', 'approach_rate': '9.4', 'beatmap_bpm': '120', 'passcount': '64', 'playcount': '671', 'max_combo': '649'}, {'difficulty_rating': '3.11', 'id': '3862132', 'map_len': '88', 'accuracy': '6', 'approach_rate': '7.5', 'beatmap_bpm': '120', 'passcount': '256', 'playcount': '980', 'max_combo': '441'}, {'difficulty_rating': '2.22', 'id': '3875362', 'map_len': '87', 'accuracy': '4', 'approach_rate': '5', 'beatmap_bpm': '120', 'passcount': '382', 'playcount': '1270', 'max_combo': '267'}, {'difficulty_rating': '5.53', 'id': '3931527', 'map_len': '88', 'accuracy': '8.5', 'approach_rate': '9.2', 'beatmap_bpm': '120', 'passcount': '57', 'playcount': '598', 'max_combo': '593'}, {'difficulty_rating': '4.57', 'id': '3931875', 'map_len': '88', 'accuracy': '7', 'approach_rate': '9', 'beatmap_bpm': '120', 'passcount': '110', 'playcount': '739', 'max_combo': '568'}]"
1773437,"""think abt it w\\/ ppgcasper""","""AchsanLovers""","""oaf1""",48,3149,160,"""ranked""","['oaafyy', 'about', 'with', 'hyperpop', 'sherly', 'hyper', 'pop', 'english']","[{'difficulty_rating': '3.56', 'id': '3631141', 'map_len': '132', 'accuracy': '8', 'approach_rate': '5', 'beatmap_bpm': '160', 'passcount': '496', 'playcount': '1117', 'max_combo': '941'}, {'difficulty_rating': '1.15', 'id': '3664237', 'map_len': '132', 'accuracy': '7', 'approach_rate': '5', 'beatmap_bpm': '160', 'passcount': '291', 'playcount': '674', 'max_combo': '248'}, {'difficulty_rating': '2.68', 'id': '3664238', 'map_len': '132', 'accuracy': '7.5', 'approach_rate': '5', 'beatmap_bpm': '160', 'passcount': '272', 'playcount': '695', 'max_combo': '716'}, {'difficulty_rating': '1.78', 'id': '3664239', 'map_len': '132', 'accuracy': '7', 'approach_rate': '5', 'beatmap_bpm': '160', 'passcount': '245', 'playcount': '663', 'max_combo': '492'}]"
1918241,"""Make our sound""","""Andrea""","""Tokyo 7th Sisters""",26,3638,186,"""ranked""","['osuplayer111', 'sekai', 'sekaii', 'sekai-nyan', 'leomine', 'leominexd', 'pnky', 'kanui', 'japanese', 'pop', 'j-pop', 'jpop', 'female', 'vocals', 'full', 'version', 'collaboration', 'haru', 'kasukabe', '\\\\u6625\\\\u65e5\\\\u90e8\\\\u30cf\\\\u30eb', 'minami', 'shinoda', '\\\\u7be0\\\\u7530\\\\u307f\\\\u306a\\\\u307f', 'sumire', 'usuta', '\\\\u81fc\\\\u7530\\\\u30b9\\\\u30df\\\\u30ec', 'ayaka', 'shimizu', '\\\\u6e05\\\\u6c34\\\\u5f69\\\\u9999', 'kyoko', 'u.', 'uesugi', 'kyoko', 'uebasu', 'uesugi', '\\\\u4e0a\\\\u6749\\\\u30fb\\\\u30a6\\\\u30a8\\\\u30d0\\\\u30b9\\\\u30fb\\\\u30ad\\\\u30e7\\\\u30fc\\\\u30b3', 'honoka', 'inoue', '\\\\u4e95\\\\u4e0a\\\\u307b\\\\u306e\\\\u82b1', 'ferb', 'seto', '\\\\u702c\\\\u6238\\\\u30d5\\\\u30a1\\\\u30fc\\\\u30d6', 'yuuki', 'hirose', '\\\\u5e83\\\\u702c\\\\u3086\\\\u3046\\\\u304d', 'katsuragi', 'kazumi', '\\\\u6842\\\\u6728\\\\u30ab\\\\u30c5\\\\u30df', 'rika', 'tachibana', '\\\\u7acb\\\\u82b1\\\\u7406\\\\u9999', 'arisu', 'shirayuki', '\\\\u6709\\\\u6816\\\\u30b7\\\\u30e9\\\\u30e6\\\\u30ad', 'kita', 'natsuki', '\\\\u5317\\\\u5948\\\\u3064\\\\u304d', 'akki', '\\\\u30a2\\\\u30c3\\\\u30ad\\\\u30fc', 'episode', 'nanasuta', '\\\\u5742\\\\u4e95\\\\u6708\\\\u54b2', 't7s', '\\\\u30c8\\\\u30fc\\\\u30ad\\\\u30e7\\\\u30fc\\\\u30bb\\\\u30d6\\\\u30f3\\\\u30b9\\\\u30b7\\\\u30b9\\\\u30bf\\\\u30fc\\\\u30ba', 'the', 'sky\\\\u2019s', 'the', 'limit', '\\\\u30ca\\\\u30ca\\\\u30b7\\\\u30b9', 'tsukasa', 'sakai', '\\\\u30b5\\\\u30ab\\\\u30a4\\\\u30c4\\\\u30ab\\\\u30b5', '\\\\u5742\\\\u4e95\\\\u6708\\\\u54b2', 'idol', 'group', 'anime', 'gacha', 'game', 'videogame', 'mobile', '\\\\u30bb\\\\u30d6\\\\u30f3\\\\u30b9\\\\u30b7\\\\u30b9\\\\u30bf\\\\u30fc\\\\u30ba', 'video', '\\\\u306a\\\\u306a\\\\u30b9\\\\u30bf\\\\u30b7\\\\u30b9\\\\u30bf\\\\u30fc\\\\u30ba']","[{'difficulty_rating': '5.86', 'id': '3958387', 'map_len': '273', 'accuracy': '9', 'approach_rate': '9.3', 'beatmap_bpm': '186', 'passcount': '387', 'playcount': '2098', 'max_combo': '1586'}, {'difficulty_rating': '4.9', 'id': '3958388', 'map_len': '273', 'accuracy': '8', 'approach_rate': '9', 'beatmap_bpm': '186', 'passcount': '367', 'playcount': '1540', 'max_combo': '1475'}]"
